QT10,KE_PPP_MATH_09_02_01,Match 9 Flowers Q2,Identify garden with 9 flowers,2,1,120,2,1,Point and count the flowers! Which garden has 9 flowers?,9 Flowers,9_Flowers,Match9_Q2_Instruction
QT10,KE_PPP_MATH_09_02_01,Match 9 Bananas Q3,Identify picture with 9 bananas,2,1,120,3,1,Tap the group that has 9 bananas!,9 Bananas,9_Bananas,Match9_Q3_Instruction
QT10,KE_PPP_MATH_09_02_01,Match 9 Fish Q4,Identify picture with 9 fish in bucket,2,1,120,4,1,Which bucket has 9 fish inside? Tap it!,9 Fish,9_Fish,Match9_Q4_Instruction



Lesson Code,Lesson Title,Lesson Description,,,,,,,,,,
KE_PPP_MATH_10_01,Lesson 1: Number 10 Detective,Develop number recognition skills by identifying and tapping the numeral 10 among various numerical options.,,,,,,,,,,
Quiz Name,Quiz Description,,,,,,,,,,,
KE_PPP_MATH_10_01,Lesson 1 Quiz: Number 10 Detective (Recognition),,,,,,,,,,,
Quiz Section Type,Quiz Section Code,Quiz Section Title,Quiz Section Description,,,,,,,,,,
QT11,KE_PPP_MATH_10_01_01,Number 10 Recognition,Identify and tap the numeral 10 in different scenarios with Tobby.,,,,,,,,,,
Question type,Codename,Name,Description,Iteration,Weight,Timer,Display Text,Image Filename,Sound Filename,Correct Answer,Answer Sound,Incorrect Answers
QT11,KE_PPP_MATH_10_01_01,Find Numeral 10 Q1,Identify number 10 with Tobby,2,1,120,Help Tobby find the number 10! Tap the box with the number 10!,Number_10_Q1,Num10_Q1_Instruction,10,Number_10,1|4|7
QT11,KE_PPP_MATH_10_01_01,Find Numeral 10 Q2,Identify number 10 near tree trunk,2,1,120,Look near the tree trunk! Tap the box that matches number 10!,Number_10_Q2,Num10_Q2_Instruction,10,Number_10,2|5|8
QT11,KE_PPP_MATH_10_01_01,Find Numeral 10 Q3,Identify number 10 for Tobby's stars,2,1,120,Find the number 10 to help Tobby count his 10 stars! Tap 10!,Number_10_Q3,Num10_Q3_Instruction,10,Number_10,3|6|9
QT11,KE_PPP_MATH_10_01_01,Find Numeral 10 Q4,Identify number 10 to complete game,2,1,120,Tap the box with the number 10!,Number_10_Q4,Num10_Q4_Instruction,10,Number_10,1|4|8
Lesson Code,Lesson Title,Lesson Description,,,,,,,,,,
KE_PPP_MATH_10_02,Lesson 2: Number 10 Matching,Connect the concept of quantity 10 to real-world visual objects by identifying pictures showing exactly ten items.,,,,,,,,,,
Quiz Name,Quiz Description,,,,,,,,,,,
KE_PPP_MATH_10_02,Lesson 2 Quiz: Number 10 Matching (MC Images),,,,,,,,,,,
Quiz Section Type,Quiz Section Code,Quiz Section Title,Quiz Section Description,,,,,,,,,,
QT10,KE_PPP_MATH_10_02_01,Number 10 Object Matching,Identify image representing quantity 10.,,,,,,,,,,
Question type,Codename,Name,Description,Iteration,Weight,Timer,Answer No,Option No,Text,Hidden Answer,Image Filename,Sound Filename
QT10,KE_PPP_MATH_10_02_01,Match 10 Stars Q1,Identify picture with 10 shiny stars,2,1,120,1,1,Which bush has 10 shiny stars for Tobby? Tap it!,10 Stars,10_Stars,Match10_Q1_Instruction
QT10,KE_PPP_MATH_10_02_01,Match 10 Stars Q2,Identify picture showing 10 stars,2,1,120,2,1,Point and count the stars! Which picture shows 10 stars?,10 Stars,10_Stars,Match10_Q2_Instruction
QT10,KE_PPP_MATH_10_02_01,Match 10 Balloons Q3,Identify picture with 10 balloons,2,1,120,3,1,Tap the picture that has 10 colorful balloons!,10 Balloons,10_Balloons,Match10_Q3_Instruction
QT10,KE_PPP_MATH_10_02_01,Match 10 Fish Q4,Identify picture with 10 fish in bucket,2,1,120,4,1,Which bucket has 10 fish inside? Tap it!,10 Fish,10_Fish,Match10_Q4_Instruction




