matching,PP1-MATH-7.1.44_Data_More_vs_Fewer_in_Chart,Match chart opposites!,,,1,,,,,,,,More,FEWER,Fewer,MORE,Small count,FEWER
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,When we group items by color or size, we are...?,dh_q1.webp,audio_dh1.mp3,1,SORTING,COUNTING,SINGING,,,1,,,,,,,
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,A chart with pictures to count is a...?,dh_q2.webp,audio_dh2.mp3,1,PICTOGRAPH,MAP,SONG,,,1,,,,,,,
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Comparing 8 stars to 3 stars, 8 stars is...?,dh_q3.webp,audio_dh3.mp3,1,MORE,FEWER,SMALL,,,1,,,,,,,
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Comparing 8 stars to 3 stars, 3 stars is...?,dh_q4.webp,audio_dh4.mp3,1,FEWER,MORE,BIG,,,1,,,,,,,
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Red apples go in the red bowl. That is sorting by...?,dh_q5.webp,audio_dh5.mp3,1,COLOR,SIZE,WEIGHT,,,1,,,,,,,
multiple_choice,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Big blocks go in the big box. That is sorting by...?,dh_q6.webp,audio_dh6.mp3,1,SIZE,COLOR,SOUND,,,1,,,,,,,
count_objects,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Count 5 master chart icons!,dh_count1.webp,audio_dh7.mp3,1,5,3,4,,📊,5,,,,,,,
count_objects,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Count 4 sorted fruit items!,dh_count2.webp,audio_dh8.mp3,1,4,2,3,,🍎,4,,,,,,,
count_objects,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Count 3 graph tally marks!,dh_count3.webp,audio_dh9.mp3,1,3,1,5,,📝,3,,,,,,,
speak_repeat,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Say out loud clearly: I AM A DATA HANDLING GRAND MASTER!,speak_dh1.webp,audio_dh10.mp3,1,I Am A Data Handling Grand Master,,,,,,I Am A Data Handling Grand Master,,,,,,,
speak_repeat,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Say out loud clearly: SORT COUNT AND COMPARE DATA!,speak_dh2.webp,audio_dh11.mp3,1,Sort Count And Compare Data,,,,,,Sort Count And Compare Data,,,,,,,
matching,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Match data terms!,,,1,,,,,,,,Sort,SORTING,Chart,PICTOGRAPH,Compare,MORE
matching,PP1-MATH-7.1.45_Data_Handling_Grand_Master,Match master data actions!,,,1,,,,,,,,Color,COLOR,Size,SIZE,Count,COUNT
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,What number comes after 15 dinosaurs?,dc_q1.webp,audio_dc1.mp3,1,16,14,18,,,1,,,,,,,
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,What number comes right before 20 dinosaurs?,dc_q2.webp,audio_dc2.mp3,1,19,18,17,,,1,,,,,,,
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,How many dinos if the nest is completely empty?,dc_q3.webp,audio_dc3.mp3,1,0,1,10,,,1,,,,,,,
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Count dino tracks: 17 18... what is next?,dc_q4.webp,audio_dc4.mp3,1,19,20,16,,,1,,,,,,,
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Which is the biggest number of dinos: 5 12 or 20?,dc_q5.webp,audio_dc5.mp3,1,20,12,5,,,1,,,,,,,
multiple_choice,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,What number comes between 11 and 13 dinos?,dc_q6.webp,audio_dc6.mp3,1,12,10,14,,,1,,,,,,,
count_objects,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Count 18 green T-Rex dinosaurs!,dc_count1.webp,audio_dc7.mp3,1,18,15,20,,🦕,18,,,,,,,
count_objects,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Count 20 dinosaur footprints on the ground!,dc_count2.webp,audio_dc8.mp3,1,20,18,19,,🐾,20,,,,,,,
count_objects,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Count 16 dino eggs in the safari nest!,dc_count3.webp,audio_dc9.mp3,1,16,14,17,,🥚,16,,,,,,,
speak_repeat,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Say out loud clearly: DINOSAUR COUNTING CHALLENGE TWENTY!,speak_dc1.webp,audio_dc10.mp3,1,Dinosaur Counting Challenge Twenty,,,,,,Dinosaur Counting Challenge Twenty,,,,,,,
speak_repeat,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Say out loud clearly: I CAN COUNT ALL DINOSAURS FROM ZERO TO TWENTY!,speak_dc2.webp,audio_dc11.mp3,1,I Can Count All Dinosaurs From Zero To Twenty,,,,,,I Can Count All Dinosaurs From Zero To Twenty,,,,,,,
matching,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Match dinosaur counts!,,,1,,,,,,,,16,16,18,18,20,20
matching,PP1-MATH-X.46_Dinosaur_Counting_0_to_20_Challenge,Match dino challenge numbers!,,,1,,,,,,,,0,0,10,10,19,19
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,3 dino eggs plus 2 dino eggs equals how many total?,da_q1.webp,audio_da1.mp3,1,5,3,4,,,1,,,,,,,
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,What is 5 dino eggs plus 5 dino eggs?,da_q2.webp,audio_da2.mp3,1,10,8,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,4 green eggs plus 1 green egg equals...?,da_q3.webp,audio_da3.mp3,1,5,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,6 dino eggs plus 2 dino eggs equals...?,da_q4.webp,audio_da4.mp3,1,8,6,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,7 eggs plus 3 eggs equals...?,da_q5.webp,audio_da5.mp3,1,10,7,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,0 eggs plus 4 eggs equals...?,da_q6.webp,audio_da6.mp3,1,4,0,5,,,1,,,,,,,
count_objects,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Count 5 total dino eggs after adding 3 and 2!,da_count1.webp,audio_da7.mp3,1,5,3,4,,🥚,5,,,,,,,
count_objects,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Count 10 total dino eggs in the safari nest!,da_count2.webp,audio_da8.mp3,1,10,8,9,,🥚,10,,,,,,,
count_objects,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Count 8 total hatched baby dinos!,da_count3.webp,audio_da9.mp3,1,8,6,7,,🦖,8,,,,,,,
speak_repeat,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Say out loud clearly: THREE EGGS PLUS TWO EGGS EQUALS FIVE EGGS!,speak_da1.webp,audio_da10.mp3,1,Three Eggs Plus Two Eggs Equals Five Eggs,,,,,,Three Eggs Plus Two Eggs Equals Five Eggs,,,,,,,
speak_repeat,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Say out loud clearly: FIVE PLUS FIVE EQUALS TEN DINO EGGS!,speak_da2.webp,audio_da11.mp3,1,Five Plus Five Equals Ten Dino Eggs,,,,,,Five Plus Five Equals Ten Dino Eggs,,,,,,,
matching,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Match dino egg additions!,,,1,,,,,,,,3+2,5,5+5,10,4+1,5
matching,PP1-MATH-X.47_Dinosaur_Egg_Addition_Safari,Match egg sums!,,,1,,,,,,,,6+2,8,7+3,10,0+4,4
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,On the pirate number line, what number comes after 11?,pnl_q1.webp,audio_p1.mp3,1,12,10,13,,,1,,,,,,,
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,What number comes right before 15 on the treasure map?,pnl_q2.webp,audio_p2.mp3,1,14,13,16,,,1,,,,,,,
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Count pirate steps: 17 18... what comes next?,pnl_q3.webp,audio_p3.mp3,1,19,20,16,,,1,,,,,,,
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,What is the final number at the treasure chest?,pnl_q4.webp,audio_p4.mp3,1,20,10,15,,,1,,,,,,,
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,What number is between 8 and 10 on the map?,pnl_q5.webp,audio_p5.mp3,1,9,7,11,,,1,,,,,,,
multiple_choice,PP1-MATH-X.48_Pirate_Treasure_Number_Line,What is the first starting number on the pirate track?,pnl_q6.webp,audio_p6.mp3,1,0,1,5,,,1,,,,,,,
count_objects,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Count 12 steps along the pirate map!,pnl_count1.webp,audio_p7.mp3,1,12,10,14,,👣,12,,,,,,,
count_objects,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Count 15 treasure island flags!,pnl_count2.webp,audio_p8.mp3,1,15,12,16,,🚩,15,,,,,,,
count_objects,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Count 20 golden pirate coins on the line!,pnl_count3.webp,audio_p9.mp3,1,20,18,19,,🪙,20,,,,,,,
speak_repeat,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Say out loud clearly: PIRATE NUMBER LINE ZERO TO TWENTY!,speak_p1.webp,audio_p10.mp3,1,Pirate Number Line Zero To Twenty,,,,,,Pirate Number Line Zero To Twenty,,,,,,,
speak_repeat,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Say out loud clearly: FOLLOW THE NUMBER MAP TO THE TREASURE!,speak_p2.webp,audio_p11.mp3,1,Follow The Number Map To The Treasure,,,,,,Follow The Number Map To The Treasure,,,,,,,
matching,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Match pirate number line spots!,,,1,,,,,,,,11,12,14,15,19,20
matching,PP1-MATH-X.48_Pirate_Treasure_Number_Line,Match map steps!,,,1,,,,,,,,0,0,10,10,20,20
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,4 gold coins plus 3 gold coins equals how many?,pca_q1.webp,audio_pc1.mp3,1,7,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,5 silver coins plus 5 silver coins equals...?,pca_q2.webp,audio_pc2.mp3,1,10,8,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,2 coins in chest plus 6 coins in bag equals...?,pca_q3.webp,audio_pc3.mp3,1,8,6,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,1 coin plus 8 coins equals...?,pca_q4.webp,audio_pc4.mp3,1,9,7,10,,,1,,,,,,,
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,3 coins plus 3 coins equals...?,pca_q5.webp,audio_pc5.mp3,1,6,3,5,,,1,,,,,,,
multiple_choice,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,7 coins plus 2 coins equals...?,pca_q6.webp,audio_pc6.mp3,1,9,7,8,,,1,,,,,,,
count_objects,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Count 7 total coins collected on the quest!,pca_count1.webp,audio_pc7.mp3,1,7,5,8,,🪙,7,,,,,,,
count_objects,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Count 10 total coins in the chest!,pca_count2.webp,audio_pc8.mp3,1,10,8,9,,🏴‍☠️,10,,,,,,,
count_objects,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Count 8 total ruby gems found!,pca_count3.webp,audio_pc9.mp3,1,8,6,9,,💎,8,,,,,,,
speak_repeat,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Say out loud clearly: FOUR COINS PLUS THREE COINS EQUALS SEVEN COINS!,speak_pc1.webp,audio_pc10.mp3,1,Four Coins Plus Three Coins Equals Seven Coins,,,,,,Four Coins Plus Three Coins Equals Seven Coins,,,,,,,
speak_repeat,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Say out loud clearly: ADDING PIRATE TREASURE COINS!,speak_pc2.webp,audio_pc11.mp3,1,Adding Pirate Treasure Coins,,,,,,Adding Pirate Treasure Coins,,,,,,,
matching,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Match coin additions!,,,1,,,,,,,,4+3,7,5+5,10,2+6,8
matching,PP1-MATH-X.49_Pirate_Coin_Addition_Quest,Match coin sum totals!,,,1,,,,,,,,1+8,9,3+3,6,7+2,9
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Countdown from 20: 20 19 18... what comes next?,src_q1.webp,audio_sr1.mp3,1,17,16,19,,,1,,,,,,,
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Counting backward: 10 9 8... what comes next?,src_q2.webp,audio_sr2.mp3,1,7,6,10,,,1,,,,,,,
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Counting backward: 3 2 1... what is the final blastoff number?,src_q3.webp,audio_sr3.mp3,1,0,4,5,,,1,,,,,,,
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,What number comes right before 15 when counting down?,src_q4.webp,audio_sr4.mp3,1,14,16,13,,,1,,,,,,,
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,What number comes right before 5 when counting down?,src_q5.webp,audio_sr5.mp3,1,4,6,3,,,1,,,,,,,
multiple_choice,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Space rocket blastoff starts counting down from...?,src_q6.webp,audio_sr6.mp3,1,20,1,0,,,1,,,,,,,
count_objects,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Count 20 countdown star markers in space!,src_count1.webp,audio_sr7.mp3,1,20,18,19,,⭐,20,,,,,,,
count_objects,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Count 10 space rockets preparing for blastoff!,src_count2.webp,audio_sr8.mp3,1,10,8,12,,🚀,10,,,,,,,
count_objects,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Count 5 glowing moons in the countdown sky!,src_count3.webp,audio_sr9.mp3,1,5,3,4,,🌙,5,,,,,,,
speak_repeat,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Say out loud clearly: TWENTY NINETEEN EIGHTEEN SEVENTEEN BLASTOFF!,speak_sr1.webp,audio_sr10.mp3,1,Twenty Nineteen Eighteen Seventeen Blastoff,,,,,,Twenty Nineteen Eighteen Seventeen Blastoff,,,,,,,
speak_repeat,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Say out loud clearly: THREE TWO ONE ZERO BLASTOFF!,speak_sr2.webp,audio_sr11.mp3,1,Three Two One Zero Blastoff,,,,,,Three Two One Zero Blastoff,,,,,,,
matching,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Match countdown backward order!,,,1,,,,,,,,20,19,15,14,5,4
matching,PP1-MATH-X.50_Space_Rocket_Countdown_20_to_0,Match blastoff numbers!,,,1,,,,,,,,3,2,1,0,10,9
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Alien planet rock looks like a round ball. What 3D shape is it?,sa3_q1.webp,audio_sa1.mp3,1,SPHERE,CUBE,CONE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Alien space box looks like a square cube. What shape is it?,sa3_q2.webp,audio_sa2.mp3,1,CUBE,SPHERE,CYLINDER,,,1,,,,,,,
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Alien party hat in space is shaped like a...?,sa3_q3.webp,audio_sa3.mp3,1,CONE,CYLINDER,CUBE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Alien rocket fuel can is shaped like a...?,sa3_q4.webp,audio_sa4.mp3,1,CYLINDER,SPHERE,CONE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Which 3D shape has 6 flat square faces on the alien ship?,sa3_q5.webp,audio_sa5.mp3,1,CUBE,CONE,SPHERE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Which 3D shape rolls smoothly across space?,sa3_q6.webp,audio_sa6.mp3,1,SPHERE,CUBE,BOX,,,1,,,,,,,
count_objects,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Count 4 alien sphere planets!,sa3_count1.webp,audio_sa7.mp3,1,4,2,5,,🪐,4,,,,,,,
count_objects,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Count 3 alien cube supply boxes!,sa3_count2.webp,audio_sa8.mp3,1,3,1,4,,📦,3,,,,,,,
count_objects,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Count 2 alien cone hats!,sa3_count3.webp,audio_sa9.mp3,1,2,1,3,,🎉,2,,,,,,,
speak_repeat,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Say out loud clearly: ALIEN SPACE 3D SHAPES SPHERE CUBE CONE CYLINDER!,speak_sa1.webp,audio_sa10.mp3,1,Alien Space 3D Shapes Sphere Cube Cone Cylinder,,,,,,Alien Space 3D Shapes Sphere Cube Cone Cylinder,,,,,,,
speak_repeat,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Say out loud clearly: PLANETS ARE SPHERES AND BOXES ARE CUBES!,speak_sa2.webp,audio_sa11.mp3,1,Planets Are Spheres And Boxes Are Cubes,,,,,,Planets Are Spheres And Boxes Are Cubes,,,,,,,
matching,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Match alien 3D objects!,,,1,,,,,,,,Planet 🪐,SPHERE,Box 📦,CUBE,Fuel Can 🥫,CYLINDER
matching,PP1-MATH-X.51_Space_Alien_3D_Shape_Search,Match space shapes!,,,1,,,,,,,,Cone 🎉,CONE,Sphere 🪐,SPHERE,Cube 📦,CUBE
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Clown juggles: Red Blue Green... Red Blue Green... What is next?,ccp_q1.webp,audio_cj1.mp3,1,RED,BLUE,GREEN,,,1,,,,,,,
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Clown juggles: Ball Ball Hat Hat... Ball Ball... What is next?,ccp_q2.webp,audio_cj2.mp3,1,HAT,BALL,CLOWN,,,1,,,,,,,
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,What pattern type is Red Blue Green Red Blue Green?,ccp_q3.webp,audio_cj3.mp3,1,ABC,AABB,AB,,,1,,,,,,,
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,What pattern type is Ball Ball Hat Hat?,ccp_q4.webp,audio_cj4.mp3,1,AABB,ABC,AB,,,1,,,,,,,
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Red Blue Green Red... What color ball is next in ABC pattern?,ccp_q5.webp,audio_cj5.mp3,1,BLUE,GREEN,RED,,,1,,,,,,,
multiple_choice,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Ball Ball Hat... What is missing to make AABB pattern?,ccp_q6.webp,audio_cj6.mp3,1,HAT,BALL,STAR,,,1,,,,,,,
count_objects,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Count 6 juggling balls in the ABC pattern!,ccp_count1.webp,audio_cj7.mp3,1,6,3,5,,🤹,6,,,,,,,
count_objects,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Count 4 circus hats in the AABB pattern!,ccp_count2.webp,audio_cj8.mp3,1,4,2,5,,🎪,4,,,,,,,
count_objects,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Count 3 clown noses in the row!,ccp_count3.webp,audio_cj9.mp3,1,3,1,4,,🔴,3,,,,,,,
speak_repeat,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Say out loud clearly: CIRCUS CLOWN JUGGLING PATTERNS!,speak_cj1.webp,audio_cj10.mp3,1,Circus Clown Juggling Patterns,,,,,,Circus Clown Juggling Patterns,,,,,,,
speak_repeat,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Say out loud clearly: ABC AND AABB PATTERNS ARE FUN!,speak_cj2.webp,audio_cj11.mp3,1,ABC And AABB Patterns Are Fun,,,,,,ABC And AABB Patterns Are Fun,,,,,,,
matching,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Match clown pattern sequences!,,,1,,,,,,,,Red Blue Green,ABC,Ball Ball Hat Hat,AABB,Red Blue,AB
matching,PP1-MATH-X.52_Circus_Clown_Pattern_Juggle,Match juggling items!,,,1,,,,,,,,Ball 🤹,BALL,Hat 🎪,HAT,Nose 🔴,RED
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,5 popcorn buckets plus 2 popcorn buckets equals...?,cpa_q1.webp,audio_cp1.mp3,1,7,5,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,4 buckets plus 4 buckets equals how many total?,cpa_q2.webp,audio_cp2.mp3,1,8,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,6 popcorn buckets plus 3 popcorn buckets equals...?,cpa_q3.webp,audio_cp3.mp3,1,9,6,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,5 buckets plus 5 buckets equals...?,cpa_q4.webp,audio_cp4.mp3,1,10,5,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,1 bucket plus 7 buckets equals...?,cpa_q5.webp,audio_cp5.mp3,1,8,7,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.53_Circus_Popcorn_Addition,3 buckets plus 2 buckets equals...?,cpa_q6.webp,audio_cp6.mp3,1,5,3,4,,,1,,,,,,,
count_objects,PP1-MATH-X.53_Circus_Popcorn_Addition,Count 7 total popcorn buckets at the circus!,cpa_count1.webp,audio_cp7.mp3,1,7,5,8,,🍿,7,,,,,,,
count_objects,PP1-MATH-X.53_Circus_Popcorn_Addition,Count 10 total circus popcorn buckets!,cpa_count2.webp,audio_cp8.mp3,1,10,8,9,,🍿,10,,,,,,,
count_objects,PP1-MATH-X.53_Circus_Popcorn_Addition,Count 8 total circus treats!,cpa_count3.webp,audio_cp9.mp3,1,8,6,7,,🎪,8,,,,,,,
speak_repeat,PP1-MATH-X.53_Circus_Popcorn_Addition,Say out loud clearly: FIVE POPCORN BUCKETS PLUS TWO EQUALS SEVEN!,speak_cp1.webp,audio_cp10.mp3,1,Five Popcorn Buckets Plus Two Equals Seven,,,,,,Five Popcorn Buckets Plus Two Equals Seven,,,,,,,
speak_repeat,PP1-MATH-X.53_Circus_Popcorn_Addition,Say out loud clearly: FIVE PLUS FIVE EQUALS TEN POPCORN BUCKETS!,speak_cp2.webp,audio_cp11.mp3,1,Five Plus Five Equals Ten Popcorn Buckets,,,,,,Five Plus Five Equals Ten Popcorn Buckets,,,,,,,
matching,PP1-MATH-X.53_Circus_Popcorn_Addition,Match popcorn additions!,,,1,,,,,,,,5+2,7,4+4,8,6+3,9
matching,PP1-MATH-X.53_Circus_Popcorn_Addition,Match popcorn sums!,,,1,,,,,,,,5+5,10,1+7,8,3+2,5
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,Which superhero shield has the number 16 on it?,snm_q1.webp,audio_sm1.mp3,1,16,14,18,,,1,,,,,,,
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,Which shield number comes after 18?,snm_q2.webp,audio_sm2.mp3,1,19,17,20,,,1,,,,,,,
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,Which shield number comes right before 20?,snm_q3.webp,audio_sm3.mp3,1,19,18,17,,,1,,,,,,,
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,Find the superhero shield with number 15!,snm_q4.webp,audio_sm4.mp3,1,15,12,14,,,1,,,,,,,
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,What shield number comes between 12 and 14?,snm_q5.webp,audio_sm5.mp3,1,13,11,15,,,1,,,,,,,
multiple_choice,PP1-MATH-X.54_Superhero_Shield_Number_Match,What is the highest power shield number up to 20?,snm_q6.webp,audio_sm6.mp3,1,20,10,15,,,1,,,,,,,
count_objects,PP1-MATH-X.54_Superhero_Shield_Number_Match,Count 16 superhero power shields!,snm_count1.webp,audio_sm7.mp3,1,16,14,18,,🛡️,16,,,,,,,
count_objects,PP1-MATH-X.54_Superhero_Shield_Number_Match,Count 19 superhero star badges!,snm_count2.webp,audio_sm8.mp3,1,19,17,20,,⭐,19,,,,,,,
count_objects,PP1-MATH-X.54_Superhero_Shield_Number_Match,Count 20 superhero power masks!,snm_count3.webp,audio_sm9.mp3,1,20,18,19,,🎭,20,,,,,,,
speak_repeat,PP1-MATH-X.54_Superhero_Shield_Number_Match,Say out loud clearly: SUPERHERO SHIELD NUMBER MATCH UP TO TWENTY!,speak_sm1.webp,audio_sm10.mp3,1,Superhero Shield Number Match Up To Twenty,,,,,,Superhero Shield Number Match Up To Twenty,,,,,,,
speak_repeat,PP1-MATH-X.54_Superhero_Shield_Number_Match,Say out loud clearly: NINETEEN AND TWENTY SUPERHERO POWER!,speak_sm2.webp,audio_sm11.mp3,1,Nineteen And Twenty Superhero Power,,,,,,Nineteen And Twenty Superhero Power,,,,,,,
matching,PP1-MATH-X.54_Superhero_Shield_Number_Match,Match superhero shield numbers!,,,1,,,,,,,,15,15,16,16,20,20
matching,PP1-MATH-X.54_Superhero_Shield_Number_Match,Match shield power numbers!,,,1,,,,,,,,13,13,18,18,19,19
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,4 superhero power stars plus 4 power stars equals...?,sps_q1.webp,audio_sp1.mp3,1,8,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,5 power shields plus 5 power shields equals...?,sps_q2.webp,audio_sp2.mp3,1,10,8,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,6 superhero capes plus 3 capes equals...?,sps_q3.webp,audio_sp3.mp3,1,9,6,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,7 power badges plus 2 badges equals...?,sps_q4.webp,audio_sp4.mp3,1,9,7,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,3 power stars plus 4 power stars equals...?,sps_q5.webp,audio_sp5.mp3,1,7,3,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,8 power shields plus 2 power shields equals...?,sps_q6.webp,audio_sp6.mp3,1,10,8,6,,,1,,,,,,,
count_objects,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,Count 8 total superhero power stars!,sps_count1.webp,audio_sp7.mp3,1,8,6,9,,⭐,8,,,,,,,
count_objects,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,Count 10 total superhero power shields!,sps_count2.webp,audio_sp8.mp3,1,10,8,9,,🛡️,10,,,,,,,
count_objects,PP1-MATH-X.55_Superhero_Math_Power_Sum_10,Count 9 total superhero power capes!,sps_count3.webp,audio_sp9.mp3,1,9,7,10,,🦸,9,,,,,,,
